ID;TWITTER;TWEETS;CURTIDAS;DATA_CRIADO;SEGUINDO;SEGUIDORES;STATUS_CONTA;CHANCE_SPAM
1389559161868984322;@Patriqu14393609;5153;1742;04-4-2021;161;16;active;Problematic
1390254787610910722;@0xViolaa;6116;3598;11-6-2021;14;4457;active;Problematic
1390901664215814145;@maharani3012;1072;9911;03-8-2021;348;1727;active;Normal
1390941182520352770;@sexybutlazy;4718;4599;06-8-2021;2280;3997;active;Problematic
1390992927950659592;@URMILA72627244;13755;8433;03-8-2021;2981;2225;active;Problematic
1391260456765906949;@audreypromos;3443;2418;11-9-2021;1472;544096;active;Problematic
1391683765810843648;@jkrxxx00;24117;26861;03-10-2021;811;92548;active;Normal
1391875421554323464;@Moe07439295;317;175;03-10-2021;47;1;active;Problematic
1391893031410749440;@SQeSt20mEfW6YWM;777;6761;04-10-2021;168;214;active;Normal
1391942296585654275;@RoopaMeghwal;13974;26540;01-11-2021;15219;18010;active;Problematic
1392294920820445185;@semangast;38567;4877;06-12-2021;5733;249149;active;Problematic
1392686768546217985;@andreasrtobing_;2320;2341;03-13-2021;677;17215;active;Normal
1393673564684013572;@wilco22530741;614;795;03-15-2021;101;23;active;Problematic
1393904083530969088;@Tufan1024;4186;6512;05-16-2021;2027;1016;active;Problematic
1393950194291548161;@Liteon888;2925;941;04-16-2021;6168;5644;active;Problematic
1394331069382541314;@emma_nft_01;28707;7069;07-17-2021;711;38165;active;Problematic
1395508262456467463;@CGF_Sports;12734;10;03-20-2021;209;1076;active;Normal
1395529818779783169;@debra_sehorn;972;253;04-21-2021;109;14;active;Problematic
1395859200006311939;@QTHESTORMM;4051;41064;03-21-2021;76;159443;active;Normal
1396321283697115141;@MDBASHA08108377;6323;15719;06-23-2021;2687;1564;active;Problematic
1396405775166164994;@Shabbir45227495;8816;16378;03-23-2021;4582;2788;active;Problematic
1396636002769412099;@babyzeekcoin;148;249;03-24-2021;65;1185;active;Normal
1397616476044017675;@XEnergyWeb;63;114;03-26-2021;22;3853;active;Normal
1397668637134278666;@frogatars;7808;3109;04-26-2021;38928;39883;active;Problematic
1397908649289289736;@arrtnem;45683;73536;03-27-2021;4443;20703;active;Normal
1398299054950387713;@Campaign89;9160;4807;05-28-2021;3670;3399;active;Problematic
1398356790656389123;@Fokinni12;3338;4484;03-28-2021;7984;8508;active;Problematic
1400485644326088706 ;@Brian35466838 ;27430;76384;06-03-2021 ;1503;2747;active ;Problematic 
1400937670226944005;@GeirUJacobsen;1782;1973;04-4-2021;4531;3332;active;Normal
1401507361626357764;@Lupa51652371;9348;14252;03-6-2021;5104;4926;active;Problematic
1401553872267710466;@K_Amir_MO;403;1351;04-6-2021;42;66168;active;Normal
1402182579265048598 ;@IVEstarship ;6952;2052;06-08-2021 ;5;1408245;active ;Normal 
1402503964264779777;@arisu_archive;58368;125485;03-9-2021;1204;134456;active;Normal
1403304987954868226;@CryptoEternity_;911;2303;04-11-2021;620;19836;active;Normal
1403472348150484992;@burny_tech;19042;26683;03-11-2021;5222;12568;active;Normal
1404303087699828742 ;@HashflagNow ;22474;0;06-14-2021 ;1;1667;active ;Normal 
1404448411064094726;@LGC1238;282;1128;03-14-2021;78;13;active;Problematic
1404579514466848770;@okoroo0;2723;1878;10-14-2021;1807;1480;active;Problematic
1404807628493103114;@0xHvdes;4780;6354;03-15-2021;528;12129;active;Normal
1405246021370789901;@alphaA_plus;100;351;03-16-2021;98;2479;active;Normal
1405631095404601346;@rahmanredington;773;1612;03-17-2021;296;373;active;Normal
1405779302164013059;@BigCaptand;7313;23879;03-18-2021;501;691;active;Normal
1405902762953560066;@volmasity_vr;1861;45739;04-18-2021;0;1250;active;Normal
1407016853604495364;@WillyTheDegen;11559;33643;03-21-2021;5307;37008;active;Normal
1407925261249568775;@CryptoNoan;52239;28399;03-24-2021;808;54793;active;Normal
1409139386394976256;@wuji_sol;1386;665;04-27-2021;471;4424;active;Normal
1410097882074521600;@Zakaria4455;876;496;03-30-2021;4852;4398;active;Problematic
1410303310750392321;@Jaer31;3456;68;04-30-2021;6320;5951;active;Problematic
1410976951779483653;@ojanta143;388;367;03-2-2021;4882;4513;active;Problematic
1411402622657982464;@JackCar11542528;257;80685;04-3-2021;153;164;active;Problematic
1411607309747376135;@Kot_Duke1;11513;20842;02-4-2021;7853;16332;active;Problematic
1412894946672234502;@alvatin18;11459;20546;03-7-2021;2286;4080;active;Normal
1413513156484386819;@fxcknxggafree_;22234;25073;03-9-2021;362;505;active;Normal
1414012303234699268;@VTmxk;3616;6996;03-11-2021;687;945;active;Normal
1414195437544878081;@CrownprinceCom2;8410;12952;08-11-2021;3063;45881;active;Problematic
1414601591785771010;@mangaandchill11;15966;196624;03-12-2021;1159;456;active;Normal
1414681480878563336;@exploseonz;11539;46801;04-12-2021;351;3864;active;Normal
1416134243693043712;@DukTrader;17186;83326;03-16-2021;502;30509;active;Normal
1416370814736293889;@SocMedConflict;1855;70;03-17-2021;13877;14273;active;Normal
1416454684525662215 ;@0xKingsKuan ;6695;24073;07-17-2021 ;1513;33786;active ;Problematic 
1416630429398958081;@ffxivrio;2193;650;03-18-2021;14;1170;active;Normal
1419744912883556354;@IsarJesus;39595;43947;04-26-2021;1450;1199;active;Normal
1420368549185347587;@defibunnyswap;48;47;05-28-2021;33;141718;active;Problematic
1420713582304583685;@aintplayinurcon;29898;86398;04-29-2021;3100;2575;active;Normal
1420802352488067075;@onedecisionpod;1857;107;04-29-2021;519;12718;active;Normal
1420803303298973702;@SueHeck65048926;929;10345;03-29-2021;231;59;active;Problematic
1421115897167716354;@Forhad89724422;6177;8885;03-30-2021;5771;5263;active;Problematic
1422118951371231234;@Tanisa1819;3336;1726;03-2-2021;11346;11322;active;Problematic
1422176031356579840;@may_utz1;769;70;03-2-2021;5;0;active;Problematic
1423697058016514048;@Moremore_Cash;2013;513;03-6-2021;2;41632;active;Normal
1424250704487583745;@MdShirazul47;14141;24409;05-8-2021;4393;3005;active;Problematic
1424538295615295489;@anditerry300;786;1311;03-9-2021;74;7;active;Problematic
1424732381110435840;@Fokirlal420;8191;6506;04-9-2021;9388;8659;active;Problematic
1424751221987057664;@Zypto_Token;1038;5036;03-9-2021;181;29022;active;Normal
1424925233803186178;@AirdropKart;572;26;02-10-2021;11;431692;active;Problematic
1426181751165046790;@WeWay_io;20;65;03-13-2021;48;98738;active;Normal
1428171706624000001;@KarenMc36110440;164;27870;04-19-2021;165;130;active;Problematic
1428715148798214146;@ghostdraculas;6840;4652;03-20-2021;500;493;active;Normal
1428771371010727938;@TheAyico;1614;79280;03-20-2021;699;79484;active;Normal
1429112090531307522;@yashanin;30966;17504;06-21-2021;4992;287;active;Problematic
1430984100614230017;@PScott07436438;46617;34843;10-26-2021;196;872;active;Problematic
1431208090125340675;@legacyggbr;10600;9986;03-27-2021;227;65817;active;Normal
1431632200018112522;@TheCryptoKazi;23663;67561;03-28-2021;635;77591;active;Normal
1431713428574547973;@GuillermoParado;828;178;03-28-2021;46;5906;active;Normal
1432128824368640006;@BonvHouse;30589;97361;10-29-2021;4288;11968;active;Problematic
1432317590144225285;@IverSteinsvik;17984;5880;03-30-2021;415;636;active;Normal
1432378810394202117;@TheMiddleBorn;389048;283834;05-30-2021;1045;40169;active;Problematic
1433136868921540609;@Kumalaranum;2704;906;04-1-2021;6353;5772;active;Problematic
1433550278096211968;@Timmy77Thompson;1778;2;05-2-2021;0;10;active;Problematic
1433718704278327298;@HotSotin;7745;38572;03-3-2021;6258;9406;active;Normal
1435600748855894018;@gyaewas3m;48073;56347;08-8-2021;2162;18604;active;Problematic
1436037515857760257;@moses1unegbu;9244;11559;02-9-2021;2271;2538;active;Problematic
1436286055720833027;@erenrglu;1898;3663;03-10-2021;470;1226;active;Normal
1436801683720392704;@cmh1165;1569;12;03-11-2021;43;7;active;Problematic
1436809669750796290;@BorsaMasterChef;1446;14;03-11-2021;4;5813;active;Normal
1436977039;@twtr;138;1126;03-17-2013;0;4551;active;Normal
1437108905553842177;@loveruusuvuori;19121;62364;03-12-2021;1759;1244;active;Normal
1438151925900345347;@SK74800;6754;15950;10-15-2021;12292;15290;active;Problematic
14384315;@aricfedida;4699;8434;04-14-2008;1042;637;active;Normal
1438913697896800257;@MdFahad89010551;4585;19437;04-17-2021;2918;1047;active;Problematic
1439540311428980747;@FitriCRA;2574;850;04-19-2021;5926;5364;active;Problematic
1440024381539831811;@tololmeroket;3353;8086;03-20-2021;10;477920;active;Normal
1440599273809215493;@makinul991;618;660;03-22-2021;3851;3693;active;Problematic
1441051120651145216;@sol_nxxn;9310;34559;04-23-2021;1991;12219;active;Normal
1441606324010184707;@yyds123888;9155;8805;03-25-2021;3548;227525;active;Normal
1441718770070818816;@kelvinbet3;58174;45074;10-25-2021;5223;9709;active;Problematic
1441921917229809666;@khanvict1991;516;221;04-26-2021;117;4;active;Problematic
1441935502379077632;@gbolahun66;313;101;10-26-2021;101;97;active;Problematic
1442082362074939392;@dallocrypto;6500;7001;03-26-2021;401;7678;active;Normal
1443018170973966336;@CoachSmutz;142;306;03-29-2021;803;82;active;Problematic
1443173296628015111;@Dogeh8er;2288;5093;09-29-2021;727;6788;active;Problematic
1443542551609307137;@nikuyukina2;24269;8532;04-30-2021;588;201164;active;Normal
1443761795907338242;@xamdiyx;3452;5167;03-1-2021;255;341;active;Normal
1443988517424545792;@joliandi_;235;32;04-1-2021;95;35772;active;Normal
1444634657484595208;@JoshieRayM;625;2176;04-3-2021;102;26;active;Problematic
1444974492023934977;@Jamie04381095;7455;24728;03-4-2021;2425;3946;active;Normal
1445164496868233219;@GubbaHomestead;5040;3670;03-4-2021;113;33474;active;Normal
1445274284000047104;@andricuanterus;1486;454;03-5-2021;367;14512;active;Normal
1445610602664116231;@GinUsa1st;6554;3039;09-6-2021;330;370;active;Problematic
1446585130588454913;@FitMandisa;14336;47073;10-8-2021;13890;15087;active;Problematic
1447069758839353344;@AirdropHome_;87;4;05-10-2021;4;1092263;active;Problematic
1447210123701673984 ;@Connectwithkant ;23551;15512;10-10-2021 ;3144;2703;active ;Problematic 
1448746765826486289;@Tim_Denning;11642;82133;03-14-2021;88;35596;active;Normal
1449286263694004228;@DesiMemesTweets;75581;130354;04-16-2021;774;15592;active;Normal
1449342477194907650;@cryptosocratess;389;595;05-16-2021;32;10298;active;Problematic
1449355529659224064;@SargsianNikita;577;329;06-16-2021;191;14;active;Problematic
1450639995056889857 ;@zionmezie ;5725;7610;10-20-2021 ;1821;1863;active ;Problematic 
1450968575527763972;@rickysgroove;57886;131141;03-20-2021;168;851;active;Normal
1451218892;@CharlotteBirk;34065;13278;03-23-2013;769;1546;active;Normal
1451347815322423299;@Ariquxeen;48573;74864;04-22-2021;396;28471;active;Normal
1452263020722335750;@InLuvWScience;9271;65333;03-24-2021;1250;2412;active;Normal
1452956319716106247;@FabianoSolana;24070;37982;03-26-2021;3833;15836;active;Normal
1453573933815369731;@Tuong_Degennft;9199;13971;04-28-2021;1860;81409;active;Normal
1454686192373420036;@ninjaerdrop;1515;746;03-31-2021;1136;84;active;Problematic
1454755230382362638;@Nabila550;2108;2829;05-31-2021;3682;5814;active;Problematic
1454791207893282817;@baselkanir;19236;65336;03-31-2021;1543;112758;active;Normal
1454796818668146700;@sohag230;1230;1795;03-31-2021;7557;9102;active;Problematic
1455246676793380866;@hazeemasghar;39575;136059;03-1-2021;10377;22559;active;Normal
1455270113679220749;@KRYPTO_MASTERS_;3401;4584;03-1-2021;20436;30409;active;Normal
1455934781674328066;@Twmohona;5380;26141;03-3-2021;3657;2775;active;Problematic
1456292215370747907;@KayeTay15754930;2395;995;06-4-2021;854;544;active;Problematic
1456609824834265095;@letsgobrendan7;4099;6415;03-5-2021;137;106;active;Problematic
1457534401198186506;@ZetDao;19;7;06-8-2021;7;11417;active;Problematic
1458836296491671561;@shakib4191;8400;19256;03-11-2021;3623;1649;active;Problematic
1459142206430887942 ;@DanielOakleyy ;8718;895;11-12-2021 ;533;731;active ;Normal 
1459862995207524352;@talukdar_enamul;7259;11036;05-14-2021;4485;3638;active;Problematic
1459885907461304322;@RothiRoma;3133;4251;04-14-2021;4405;3361;active;Problematic
1460086411273506816;@D3Lohouse;5028;886;04-15-2021;216;44;active;Problematic
1460623115382366210;@blastroyale;4457;16725;03-16-2021;715;131398;active;Normal
1460842697594478593;@lizzy_henderson;42;204;03-17-2021;3960;656;active;Normal
1461107223367757827;@RudeJude59;893;93;04-17-2021;49;12;active;Problematic
1462257140790353920;@ken_rnstlukes05;345;1214;03-21-2021;64;11;active;Problematic
1462413174326530051;@Shakilhosin50;2498;50569;05-21-2021;3256;2592;active;Problematic
1462636640363421701;@Blue_Waves_2024;10012;32858;04-22-2021;4223;3946;active;Normal
1462804065780256769;@yulangea;10330;25263;03-22-2021;262;3134;active;Normal
1463034467082248196;@susi_lins;45149;76053;03-23-2021;226;1747;active;Normal
1463231089913188352;@amir_reza__T;31008;27997;03-23-2021;370;242;active;Normal
1463777982246445057;@BesoindEurope;529;5;03-25-2021;439;52412;active;Normal
1464340052016828420;@FinnLenskyFeeds;5949;979;06-26-2021;311;2683;active;Problematic
1464362623177220097;@PositivityWho;7712;4928;03-26-2021;2007;2643;active;Normal
1464368240252309504;@mircoxi;737;1782;03-26-2021;264;193;active;Normal
1464444405620826114;@William82188193;717;224;04-27-2021;11;3;active;Problematic
1465407162046459906;@shadi_qh;1896;2253;04-29-2021;98;422;active;Normal
1465747790710124546;@trend__avcisi;7019;38913;03-30-2021;465;18517;active;Normal
1465921241655779329;@natasha0174;958;26372;03-1-2021;3931;2305;active;Problematic
14665187;@christiolson;50241;194318;03-5-2008;988;3180;active;Normal
1468596289273270280;@TitansUg;3396;8713;07-8-2021;346;148603;active;Problematic
1469469456619511808;@SharonA98089167;27;13;04-11-2021;27;0;active;Problematic
1470114190417272834;@simoneb38869127;361;1734;03-12-2021;436;4;active;Problematic
147201186;@mazher50;123712;43319;06-23-2010;105437;175315;active;Problematic
1472095920024027138;@Chaman957595;719;3118;05-18-2021;14268;57215;active;Problematic
1472352611797979140;@CryptoConan;71584;367196;04-18-2021;3240;13932;active;Normal
1472400516151791616;@MicheleHambach;117;440;04-19-2021;43;9;active;Problematic
1474385631598059523;@EmilieJger2;33;316;03-24-2021;239;311;active;Normal
1475214977086722061;@sabotazg;10456;12093;03-26-2021;121;71;active;Normal
1475525670465945606;@chas_ice;5432;652;11-27-2021;228;106;active;Problematic
1475945448934416384;@mqxixo;5193;2676;04-28-2021;447;757;active;Normal
1476098401573892096;@qtyzara;4755;12081;03-29-2021;93;124;active;Normal
1476255448529575947;@IAmAnonLegion;5520;7766;04-29-2021;292;5410;active;Normal
1476257458456870921;@Anayo96705829;13300;8083;09-29-2021;2045;1950;active;Problematic
1476327104102891521;@ChrisseyHunsakr;2646;5184;03-29-2021;866;608;active;Normal
1476402713692975113;@dogenigga;423;1;05-30-2021;76;109;active;Problematic
1476580258891452422;@tamannabhatia0;858;449;04-30-2021;2707;3462;active;Problematic
1477166956012728320;@Jabedan1;82672;77979;03-1-2022;8664;10022;active;Problematic
1478409355708014594;@InterSwap_io;420;492;04-4-2022;14;35497;active;Normal
1479443058366337024;@CerealNFTKiller;61720;41564;04-7-2022;2133;4054;active;Normal
1479452068985196545;@mi1_mim;1918;2238;05-7-2022;3319;3631;active;Problematic
1480448180244332546;@temettuhocam;2720;8991;03-10-2022;307;311396;active;Normal
1480570589613944832;@GVRCALLS;5910;289;08-10-2022;11;124782;active;Problematic
1480596659461660678;@hazzu_py;2801;2;05-10-2022;35;18;active;Problematic
1480694396664233986;@AForbernasher;159;166;04-11-2022;14;5;active;Problematic
1481335230308966408;@ur_galaxy_lady;514;2628;04-12-2022;459;772;active;Normal
1481348181661302784;@DriAlCub;10555;15892;03-12-2022;416;330;active;Normal
1481486095892185088;@MIderstine;331;157;05-13-2022;62;7;active;Problematic
1481610535129042949;@_Bitify;3216;0;03-13-2022;1;523;active;Normal
1482409607066750977;@LoonyLupin2;26855;148929;04-15-2022;2934;2256;active;Normal
1482530906976002057;@SspikeRossi;1495;3009;04-16-2022;291;79;active;Problematic
1482558813982973959;@phi_xyz;1938;3359;03-16-2022;0;49360;active;Normal
1484317202329182211;@Antonio00006654;1353;35;04-21-2022;22;4;active;Problematic
1484373054822047745;@mariaeballinas;6422;6022;04-21-2022;80;19;active;Problematic
1484884661033926662;@Jim68946318;2875;73065;04-22-2022;3455;3092;active;Problematic
1485268510704119810 ;@Jazzieeiswhoiam ;2909;4889;01-23-2022 ;1873;1446;active ;Normal 
1485451070029852672;@MrMarioBullish;3000;8276;03-24-2022;2993;199229;active;Normal
1486037614754996224;@XRP_Avengers;20361;20350;01-25-2022;647;24615;active;Problematic
1486041717363331073;@SumiPar71910708;4235;1881;05-25-2022;10289;11222;active;Problematic
1487248906316484609 ;@Rahulaa15198556 ;9496;18175;01-29-2022 ;6717;6105;active ;Problematic 
1487286608428732419;@gamzelikitap;9397;20470;03-29-2022;308;1963;active;Normal
1488393089483898887;@Aubreyjostar;3393;5767;04-1-2022;411;225;active;Problematic
1488765748503662596;@sagoye1;1604;2219;03-2-2022;3373;2241;active;Problematic
1489332778705555459;@lemonaderwt;3175;68765;03-3-2022;342;340;active;Normal
1489387160885071873;@bethylamine;10962;24043;03-3-2022;481;1944;active;Normal
1489534348537827329;@AbdulHa17846465;4356;67;04-4-2022;13;160;active;Problematic
1489678384288382981;@Notevskyi_O;8132;1037;03-4-2022;745;10735;active;Normal
1489936402259271681;@SharonJambou;3787;3085;03-5-2022;385;51;active;Problematic
1490397458806886400;@Togemaki13;3589;3294;01-6-2022;1004;2774;active;Problematic
1490530085899845632;@KaZAamM60;207;53052;04-7-2022;181;157;active;Problematic
1490603002423803908;@Snmmnur;766;384;03-7-2022;1747;1261;active;Problematic
1490664374087782407;@momoerc;1710;1380;06-7-2022;49;33347;active;Problematic
1490756500641677312;@ODDEASY;6742;16537;04-7-2022;355;300;active;Normal
1490841832921567235;@meenakshi_82;217;737;04-8-2022;1526;1573;active;Problematic
1491054471715119106;@Seth_O_Pollock;976;8382;03-8-2022;64;40;active;Problematic
1491257261464834048;@KarenHa27240840;59;542;04-9-2022;18;5;active;Problematic
1491390596929691652;@AVANI_PR;581;32;03-9-2022;58;1529;active;Normal
1491447859081850884;@bkinga99_;996;1319;04-9-2022;93;105;active;Normal
1492163514739290114;@KristiH30763938;343;773;04-11-2022;15;4;active;Problematic
1492493952871804930;@MBRSE4;1207;2114;03-12-2022;116;65;active;Normal
14925974;@brandon;3421;9786;04-27-2008;1113;26129;active;Normal
1492873694951079936;@Ardiby6;55;73;06-13-2022;147;120;active;Problematic
1493205219148124165;@Candyba16898351;4667;6298;10-14-2022;1032;2666;active;Problematic
1493829451972546561;@OGBdeyforyou;7444;1390;08-16-2022;384;478029;active;Problematic
1493833582602711041;@Trisna37936622;4336;21958;03-16-2022;1267;1194;active;Problematic
1494321406904987650;@ShaheedRajab;2767;15547;03-17-2022;243;732;active;Normal
14943602;@thomasroenn;12013;33943;03-29-2008;883;487;active;Normal
1494465562109521923;@twetsfyp;3809;948;04-18-2022;3;989445;active;Normal
1494508729617633282;@mariokart1971;4118;842;08-18-2022;260;38;active;Problematic
1494592744236683267;@mdronikazi19;1251;1063;04-18-2022;14390;15606;active;Problematic
1495474255232118785;@iampro_xd;1220;195;06-20-2022;75;7;active;Problematic
1495511945885200394;@cparman5;215;0;04-20-2022;1;0;active;Problematic
1495921838400098307;@dsab1111;1841;12546;05-22-2022;438;441;active;Problematic
1496470809707225092;@f1trollofficial;1099;5;03-23-2022;30;285255;active;Normal
1496717039305883653;@Abdulalimladen;3329;505;03-24-2022;9074;8317;active;Problematic
14967302;@ebbreaking;11121;0;04-31-2008;2;79295;active;Normal
1496746421151834115;@ptvehmala;1958;1053;05-24-2022;284;13;active;Problematic
1496774870633529347;@karma_shopping;21;1;03-24-2022;3;30903;active;Normal
1497229535569403908;@Tracykilabo;6922;12629;08-25-2022;850;3046;active;Problematic
1497381827652177923;@sobey30442;6462;124410;11-26-2022;1693;2175;active;Problematic
1497541904;@group_patria;1444;764;04-10-2013;211;4193;active;Normal
1497640444326469634;@Crypto_Crib_;9350;48022;04-26-2022;32;124797;active;Normal
1497723489926754304;@itsorisantana;3941;6495;03-27-2022;54;107066;active;Normal
1498084863982854148;@nafoviking;5995;17191;03-27-2022;3966;4223;active;Normal
1498378735543857161;@JuliaPod_art;10748;32853;03-28-2022;7012;11936;active;Normal
1498403726003998722;@CilleMarieBille;14251;43022;03-28-2022;981;1321;active;Normal
1498658464436219905;@Aradda8;156;156;06-1-2022;3582;5065;active;Problematic
1498670460615241728;@Breads_eth;59666;57500;03-1-2022;5153;12033;active;Normal
14987451;@DRNyheder;239347;274;03-3-2008;8;408917;active;Normal
1499130540720472066;@mamabenergy1;10218;2544;04-2-2022;2653;3984;active;Normal
1499132756567080961;@0xAyla;633;21892;09-2-2022;2286;7535;active;Problematic
1499388794025529344;@Pummelzacke;28782;30558;03-3-2022;3837;5451;active;Normal
1499601222210232323;@ShornalyIslem;5078;36784;06-4-2022;3449;2471;active;Problematic
1500040512656461829 ;@Balakurwo ;26789;15352;03-05-2022 ;113;188420;active ;Problematic 
1500163702233829378;@Lizzywu80513384;93;88;04-5-2022;58;12;active;Problematic
1500192199056756737;@MorrisStephn;10316;2335;10-5-2022;4084;3970;active;Problematic
1500508966777802754;@Kimberl71650104;1114;4730;04-6-2022;75;53;active;Problematic
1500610802067378177;@Mr420710;12501;40152;03-6-2022;1709;6520;active;Normal
1500727945929039877;@Sathiakhter62;18375;11807;05-7-2022;3471;2130;active;Problematic
1500787418349375490;@naira_rates;996;5;04-7-2022;0;145314;active;Problematic
1500875205215928324;@eggmemecoin;1882;3820;03-7-2022;39;9472;active;Normal
1501040894140633090;@NAFO_Sloski;9411;33689;03-8-2022;6066;8115;active;Normal
1501223330304700416;@ijaponii;2469;389;04-8-2022;19;0;active;Problematic
1501362123691151362;@OlenaWave;18880;43482;03-9-2022;6102;5674;active;Normal
1501620922511282177;@Rakib13593081;3012;4133;03-9-2022;4881;7155;active;Problematic
1501667328714547208;@Merlin_Starter;137;131;04-9-2022;435;182884;active;Normal
1501943478460108812;@DERabbit55;55;10;03-10-2022;125;7;active;Problematic
1502923273784365057;@MdShago817;2818;5917;05-13-2022;4321;2680;active;Problematic
1503009544133386241;@CryptoOrro;7825;12178;08-13-2022;3040;3185;active;Problematic
1503189120062996481;@RecepBa71281776;40002;26982;03-14-2022;210;352;active;Normal
1504344871988912132;@RaccoonsOnSol;404;1130;03-17-2022;111;2097;active;Normal
1504858542607679495;@Mari79421;362;995;03-18-2022;51;4;active;Problematic
1507436714788368385;@OzanAtasoyTR;26129;49461;03-25-2022;116;123958;active;Normal
1507744742850772993;@JohnGor91819505;384;13;04-26-2022;29;8;active;Problematic
1507995452939120643;@meotheo1;43;12;04-27-2022;0;0;active;Problematic
1508581187849277443;@goofyasssaya;54267;102929;04-28-2022;1767;962;active;Normal
1508776306611208195;@akincelikoglu85;3721;1726;03-29-2022;148;24110;active;Normal
1508828332875567111;@Chris43602433;150;58332;04-29-2022;104;196;active;Problematic
1508908259067187201;@MdAsik68321185;878;9167;06-29-2022;2242;1686;active;Problematic
1509325694483980289;@PooleMuse;3838;10565;03-31-2022;301;7446;active;Normal
1509730821485527049;@Shila0988;1012;472;03-1-2022;7935;8433;active;Problematic
1510454705960280067;@icunucmi;3178;8444;04-3-2022;1500;60681;active;Normal
1510969608831918082;@CorradoLorefic6;255;258;05-4-2022;26;1;active;Problematic
1511051746927329284;@NFTLocker_;12060;11162;07-4-2022;469;14398;active;Problematic
1511147811789627392;@LanceSzumik;25;916;04-5-2022;17;7;active;Problematic
1511679703601582082;@RobertRonnenbe1;6393;8460;05-6-2022;2229;1940;active;Problematic
1513203434157010945;@Debner1969;234;4166;04-10-2022;88;14;active;Problematic
1513409534177517575;@urban__mc;10841;2996;03-11-2022;504;1208;active;Problematic
1513781916990083073;@NFTVenturePro;258;176;01-12-2022;8;62966;active;Problematic
1514070758510759952;@chad_alicea;693;325;03-13-2022;20;5;active;Problematic
1514165092073414656;@Suvansolana;7636;10031;04-13-2022;2073;1751;active;Normal
1514276588804001793;@CryptoAs_TW;714;1437;02-13-2022;380;63333;active;Problematic
1515069802926157825;@g47067798;1153;1128;04-15-2022;47;10;active;Problematic
1515130594082050050;@saskfarmer306;1280;5;04-16-2022;38;411;active;Normal
1515889509052956675;@PaulAke21768043;883;329;03-18-2022;83;35;active;Problematic
1516204265076842500;@ThriftingL;65;4;06-18-2022;6;0;active;Problematic
1516232879461875721;@Trinkets321;1098;76;04-19-2022;67;20;active;Problematic
1516420344894169096;@AzukaKanayor;2955;9802;11-19-2022;1436;1605;active;Problematic
1516585140033531904;@RickPri09975880;171;97;04-20-2022;25;6;active;Problematic
1516816131587072005;@thehumanangel;1260;1961;03-20-2022;195;16395;active;Normal
1516902157391319041;@RichardNoggen52;576;77;04-20-2022;29;1;active;Problematic
1517147844666609664;@Rasadul37207736;1671;15395;05-21-2022;4013;1393;active;Problematic
1517499806197104641;@E36NEP;251;345;03-22-2022;3695;3007;active;Problematic
1517606251588460545;@FDEActual;23233;27085;03-22-2022;979;1972;active;Normal
1517937155552731136;@CyrptosSherlock;3557;18951;04-23-2022;542;125163;active;Normal
1518299812059226112;@TheLisaCrypto;7664;5451;01-24-2022;1233;744602;active;Problematic
1518665590348656642;@LaurieRndr;2166;13224;08-25-2022;452;393;active;Problematic
1518673046688591872;@tmark9078;1094;3512;04-25-2022;53;11;active;Problematic
1518673981074599936;@FriendlyDweller;178;28;04-25-2022;82;0;active;Problematic
1518679086511521792;@danielle_frison;94;293;03-25-2022;30;1;active;Problematic
1518679496714592263;@JWtotheN;5628;2894;04-25-2022;434;109;active;Problematic
1518689014810910721;@Debra088;2201;5005;03-25-2022;266;104;active;Problematic
1518696008200323072;@SpankNasty124;1734;3113;04-25-2022;98;65;active;Problematic
1518753457284341761;@ISRAT100;1674;51240;03-26-2022;1077;2033;active;Problematic
1518775023175094275;@SandyBr29725864;524;63;04-26-2022;19;0;active;Problematic
1518860162198806528;@badpitter78;966;24699;03-26-2022;1150;1421;active;Problematic
1518901993624018944;@CLC1113;7500;1673;03-26-2022;1343;1136;active;Normal
1519109189578199040;@lee55362;161;141;04-27-2022;85;0;active;Problematic
1519264201675620352;@LoveMyLiveHere;5553;1085;04-27-2022;206;106;active;Problematic
1519276754128740353;@shakila090;3484;39750;05-27-2022;2186;2004;active;Problematic
1519285769533280256;@Ngurl6;1397;31;04-27-2022;13;2;active;Problematic
1519311306158977025;@Ainajones2;2013;3814;02-27-2022;1111;1008;active;Problematic
1519469777722433542;@CalimeroNetwork;1006;1531;03-28-2022;137;4229;active;Normal
1519521586054721536;@Pstein721;1014;1374;04-28-2022;81;61;active;Problematic
1519525320805789696;@SonyaRenee3333;5111;11234;03-28-2022;1219;1445;active;Normal
1519618859246170112;@ChaseGeary7;44;5592;04-28-2022;105;8;active;Problematic
1519804308610592768;@PaulDra0333;2316;1474;04-28-2022;17;16;active;Problematic
1520428725627727872;@SpoiledRottwei1;1648;829;05-30-2022;21;12;active;Problematic
1520486576245018624;@Stbeedle;1801;1250;03-30-2022;557;136;active;Problematic
1520705483794964483;@DaveNugget5;709;1044;03-1-2022;108;34;active;Problematic
1520860139104124928;@AndyHowies;1064;565;04-1-2022;76;5;active;Problematic
1521509036436467712;@lil_Prince_0;10860;5906;03-3-2022;191;1133;active;Normal
1521607150778392576;@KosherCockney;35361;79683;04-3-2022;6984;19966;active;Normal
1521607731844722693;@wr34339207;779;2380;04-3-2022;54;16;active;Problematic
1521609460875251713;@iamhaleyshane;18032;87118;03-3-2022;481;2274;active;Normal
